ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
582200ATB,olmesartan medoxomil + amlodipine besylate,임산부금기,,,,
582400ATB,olmesartan medoxomil + amlodipine besylate,임산부금기,,,,
653200ATB,"olmesartan medoxomil, rosuvastatin calcium",임산부금기,,,,
526300ATB,"olmesartan medoxomil, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
526400ATB,"olmesartan medoxomil, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
526500ATB,"olmesartan medoxomil, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
526900ATB,"olmesartan medoxomil, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
513600ATB,olmesartan+hydrochlorothiazide,임산부금기,,,,
644100ATB,"olmesartan, rosuvastatin calcium",임산부금기,,,,
644200ATB,"olmesartan, rosuvastatin calcium",임산부금기,,,,
643700CSI,olodaterol + tiotropium,임산부금기,,,,
643700CSI,"olodaterol hydrochloride (as olodaterol), tiotropium bromide monohydrate",연령금기,,,,
391703ATB,olopatadine HCl,임산부금기,,,,
716800ACS,"omega-3-acid ethyl ester 90 (as EPA ethylester 0.46g, DHA ethylester 0.38g)",병용금기,,,,
712600ACS,omega-3-acid ethyl esters 90,병용금기,,,,
725600ACS,omega-3-acid ethyl esters 90,병용금기,,,,
694000ACS,"omega-3-acid ethyl esters90 (as EPA ethylester   0.46g, DHA ethylester   0.38g)",병용금기,,,,
711200ACS,"omega-3-acid ethyl esters90 (as EPA ethylester   0.46g, DHA ethylester   0.38g)",병용금기,,,,
663400ACS,"omega-3-acid ethyl esters90 (as EPA ethylester   0.46g, DHA ethylester   0.38g, α-tocopherol   4mg)",병용금기,,,,
204401ATE,omeprazole,병용금기,,오메프라졸,위장질환,1일 1회 20mg
204402ATE,omeprazole,병용금기,,오메프라졸,위장질환,1일 1회 20mg
204403ATE,omeprazole,병용금기,,오메프라졸,위장질환,1일 1회 20mg
640200ATB,omeprazole,병용금기,,오메프라졸,위장질환,1일 1회 20mg
664500ATB,omeprazole,병용금기,,오메프라졸,위장질환,1일 1회 20mg
204401ACE,omeprazole granule(enteric coated) (as omeprazole),병용금기,,,,
204601ATD,ondansetron hydrochloride dihydrate (as ondansetron),병용금기,,,,
204603ATB,ondansetron hydrochloride dihydrate (as ondansetron),병용금기,,,,
204603ATD,ondansetron hydrochloride dihydrate (as ondansetron),병용금기,,,,
204630BIJ,ondansetron hydrochloride dihydrate (as ondansetron),병용금기,,,,
204631BIJ,ondansetron hydrochloride dihydrate (as ondansetron),병용금기,,,,
563501ACH,orlistat,임산부금기,,,,
563501ATB,orlistat,임산부금기,,,,
563502ACH,orlistat,임산부금기,,,,
563502ATB,orlistat,임산부금기,,,,
205303ATB,orphenadrine HCl,임산부금기,,,,
205203ATR,orphenadrine citrate,임산부금기,,,,
652501ATB,osimertinib mesylate (as osimertinib),임산부금기,,,,
652502ATB,osimertinib mesylate (as osimertinib),임산부금기,,,,
452400ACH,oteracil potassium,병용금기,,,,
452500ACH,oteracil potassium,병용금기,,,,
205801BIJ,oxaliplatin,임산부금기,,,,
205803BIJ,oxaliplatin,임산부금기,,,,
205834BIJ,oxaliplatin   0.1g(5mg/mL),임산부금기,,,,
205833BIJ,oxaliplatin   0.25g(5mg/mL),임산부금기,,,,
205830BIJ,oxaliplatin   50mg(5mg/mL),임산부금기,,,,
206101ATB,oxaprozin,임산부금기,,,,
206330ASS,oxcarbazepine,병용금기,,,,
206330ASS,oxcarbazepine   6g(60mg/mL),임산부금기,,,,
382301BIJ,oxidronate sodium,임산부금기,,,,
207001ATB,oxybutynin chloride,노인주의,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
359003ATB,oxycodone,임산부금기,,,,
359001ATR,oxycodone hydrochloride,연령금기,,,,
359002ATB,oxycodone hydrochloride,연령금기,,,,
359002ATR,oxycodone hydrochloride,연령금기,,,,
359003ATB,oxycodone hydrochloride,연령금기,,,,
359003ATR,oxycodone hydrochloride,연령금기,,,,
359004ATB,oxycodone hydrochloride,연령금기,,,,
359007ATR,oxycodone hydrochloride,연령금기,,,,
359030BIJ,oxycodone hydrochloride (as oxycodone),연령금기,,,,
359031BIJ,oxycodone hydrochloride (as oxycodone),연령금기,,,,
207109CSI,oxymetazoline hydrochloride,병용금기,,,,
207110CSI,oxymetazoline hydrochloride,병용금기,,,,
207201ATB,oxymetholone,임산부금기,,,,
207531BIJ,oxytocin   10I.U(10I.U/mL),임산부금기,,,,
207530BIJ,oxytocin   5I.U(5I.U/mL),임산부금기,,,,
207837ALQ,paclitaxel,임산부금기,,,,
207838ALQ,paclitaxel,임산부금기,,,,
207839ALQ,paclitaxel,임산부금기,,,,
503701BIJ,paclitaxel,임산부금기,,,,
207832BIJ,paclitaxel   0.15g(6mg/mL),임산부금기,,,,
207831BIJ,paclitaxel   0.1g(6mg/mL),임산부금기,,,,
207833BIJ,paclitaxel   0.2g(6mg/mL),임산부금기,,,,
207835BIJ,paclitaxel   0.3g(6mg/mL),임산부금기,,,,
207830BIJ,paclitaxel   30mg(6mg/mL),임산부금기,,,,
586435BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586436BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586437BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586438BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586439BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586440BIJ,paliperidone,임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586434BIJ,paliperidone palmitate (as paliperidone   0.15g(0.1g/mL)),임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586433BIJ,paliperidone palmitate (as paliperidone   0.1g(0.1g/mL)),임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586430BIJ,paliperidone palmitate (as paliperidone   25mg(0.1g/mL)),임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586431BIJ,paliperidone palmitate (as paliperidone   50mg(0.1g/mL)),임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
586432BIJ,paliperidone palmitate (as paliperidone   75mg(0.1g/mL)),임산부금기,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,,
674900ACH,palonosetron hydrochloride,병용금기,,,,
207930BIJ,pamidronate disodium (as pamidronate   15mg(15mg/mL)),임산부금기,,,,
430731BIJ,paricalcitol,병용금기,,,,
209301ATB,paroxetine,임산부금기,,,,
209302ATB,paroxetine,임산부금기,,,,
209304ATR,paroxetine HCl,임산부금기,,,,
209305ATR,paroxetine HCl,임산부금기,,,,
209301ATB,paroxetine hydrochloride (as paroxetine),병용금기,,,,
209302ATB,paroxetine hydrochloride (as paroxetine),병용금기,,,,
209304ATR,paroxetine hydrochloride (as paroxetine),병용금기,,,,
209305ATR,paroxetine hydrochloride (as paroxetine),병용금기,,,,
624332BIJ,pasireotide diaspartate(as pasireotide),임산부금기,,,,
611801ATB,pazopanib HCl(as pazopanib),임산부금기,,,,
611802ATB,pazopanib HCl(as pazopanib),임산부금기,,,,
611801ATB,pazopanib hydrochloride (as pazopanib),연령금기,,,,
611802ATB,pazopanib hydrochloride (as pazopanib),연령금기,,,,
654403BIJ,peginterferon beta-1a,임산부금기,,,,
493401ATB,pelubiprofen,임산부금기,,,,
493402ATR,pelubiprofen,임산부금기,,,,
697701ATB,pelubiprofen,임산부금기,,,,
639001BIJ,pembrolizumab,임산부금기,,,,
481236BIJ,pemetrexed,임산부금기,,,,
481239BIJ,pemetrexed,임산부금기,,,,
481203BIJ,pemetrexed disodium,임산부금기,,,,
481234BIJ,pemetrexed disodium,임산부금기,,,,
481235BIJ,pemetrexed disodium,임산부금기,,,,
481230BIJ,pemetrexed disodium (as pemetrexed   0.1g(25mg/mL)),임산부금기,,,,
481231BIJ,pemetrexed disodium (as pemetrexed   0.5g(25mg/mL)),임산부금기,,,,
481232BIJ,pemetrexed disodium (as pemetrexed 1g(25mg/mL)),임산부금기,,,,
209602ATB,pemirolast,임산부금기,,,,
209631ASY,pemirolast potassium   0.5g(5mg/g),임산부금기,,,,
210301BIJ,pentamidine isethionate,병용금기,,,,
210530BIJ,pentazocine   30mg(30mg/mL),임산부금기,,,,
210630BIJ,pentobarbital sodium   0.1g(50mg/mL),임산부금기,,,,
658001BIJ,peramivir,임산부금기,,,,
658003BIJ,peramivir,임산부금기,,,,
658002BIJ,peramivir hydrate,임산부금기,,,,
642401ATB,perampanel,임산부금기,,,,
642402ATB,perampanel,임산부금기,,,,
642403ATB,perampanel,임산부금기,,,,
642404ATB,perampanel,임산부금기,,,,
642405ATB,perampanel,임산부금기,,,,
642406ATB,perampanel,임산부금기,,,,
642407ASS,perampanel,임산부금기,,,,
688001BIJ,perfluorobutane,임산부금기,,,,
655801BIJ,perflutren,임산부금기,,,,
211301ATB,perindopril,임산부금기,,,,
211302ATB,perindopril,임산부금기,,,,
501601ATB,perindopril,임산부금기,,,,
501602ATB,perindopril,임산부금기,,,,
556200ATB,perindopril + indapamide,임산부금기,,,,
648802CCM,permethrin,연령금기,,,,
211403BIJ,perphenazine,임산부금기,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,,
624601BIJ,pertuzumab,임산부금기,,,,
701500BIJ,pertuzumab + trastuzumab,임산부금기,,,,
701600BIJ,pertuzumab + trastuzumab,임산부금기,,,,
211530BIJ,pethidine hydrochloride,병용금기,,,,
211531BIJ,pethidine hydrochloride,병용금기,,,,
211530BIJ,pethidine hydrochloride   25mg(50mg/mL),임산부금기,,,,
211531BIJ,pethidine hydrochloride   50mg(50mg/mL),임산부금기,,,,
211830BIJ,phenobarbital sodium,병용금기,,,,
211830BIJ,phenobarbital sodium   0.1g(0.1g/mL),임산부금기,,,,
682200ACH,phentermine + topiramate,임산부금기,,,,
682300ACH,phentermine + topiramate,임산부금기,,,,
682400ACH,phentermine + topiramate,임산부금기,,,,
682500ACH,phentermine + topiramate,임산부금기,,,,
441430BIJ,phentolamine mesylate   10mg(10mg/mL),임산부금기,,,,
E43300ALQ,phenylephrine,임산부금기,,,,
E75800ACH,phenylephrine,임산부금기,,,,
146801ACH,phenytoin,임산부금기,,,,
146801ATB,phenytoin,임산부금기,,,,
146830BIJ,phenytoin sodium,병용금기,,,,
146831BIJ,phenytoin sodium,병용금기,,,,
146830BIJ,phenytoin sodium   0.1g(50mg/mL),임산부금기,,,,
146831BIJ,phenytoin sodium   0.25g(50mg/mL),임산부금기,,,,
669700ATB,pibrentasvir,병용금기,,,,
502101ACH,pilsicainide HCl,임산부금기,,,,
502102ACH,pilsicainide HCl,임산부금기,,,,
502101ACH,pilsicainide hydrochloride,병용금기,,,,
502102ACH,pilsicainide hydrochloride,병용금기,,,,
446430CCM,pimecrolimus,연령금기,,,,
446431CCM,pimecrolimus,연령금기,,,,
431901ATB,pioglitazone,임산부금기,,,,
431902ATB,pioglitazone,임산부금기,,,,
525500ATB,"pioglitazone HCl, glimepiride",임산부금기,,,,
525600ATB,"pioglitazone HCl, glimepiride",임산부금기,,,,
498100ATB,pioglitazone hydrochloride (as pioglitazone),병용금기,,,,
498100ATB,pioglitazone+metformin,임산부금기,,,,
724400ATB,pioglitazone+sitagliptin,임산부금기,,,,
724500ATB,pioglitazone+sitagliptin,임산부금기,,,,
213407BIJ,piracetam,연령금기,,,,
620301ATB,pirfenidone,병용금기,,,,
620302ATB,pirfenidone,병용금기,,,,
620303ATB,pirfenidone,병용금기,,,,
214005CPC,piroxicam,병용금기,,,,
214202ATB,piroxicam,임산부금기,,,,
214031BIJ,piroxicam   20mg(20mg/mL),임산부금기,,,,
214130BIJ,piroxicam potassium (as piroxicam   20mg(20mg/mL)),임산부금기,,,,
470901ATB,pitavastatin,임산부금기,,,,
470901ATB,pitavastatin calcium,병용금기,,,,
634900ATB,pitavastatin calcium,병용금기,,,,
635000ATB,pitavastatin calcium,병용금기,,,,
635100ATB,pitavastatin calcium,병용금기,,,,
635200ATB,pitavastatin calcium,병용금기,,,,
679300ACH,pitavastatin calcium,병용금기,,,,
699400ATB,pitavastatin calcium,병용금기,,,,
699500ATB,pitavastatin calcium,병용금기,,,,
634900ATB,"pitavastatin calcium, valsartan",임산부금기,,,,
635000ATB,"pitavastatin calcium, valsartan",임산부금기,,,,
635100ATB,"pitavastatin calcium, valsartan",임산부금기,,,,
635200ATB,"pitavastatin calcium, valsartan",임산부금기,,,,
590530BIJ,plerixafor   24mg(20mg/mL),임산부금기,,,,
505601ATB,polaprezinc,임산부금기,,,,
636401ACH,polmacoxib,임산부금기,,,,
636401ATB,polmacoxib,임산부금기,,,,
336400CCS,"polymixin B sulfate, nystatin, neomycin sulfate",임산부금기,,,,
215402ACM,polystyrene sulfonate calcium,연령금기,,,,
215402AGN,polystyrene sulfonate calcium,연령금기,,,,
215402APD,polystyrene sulfonate calcium,연령금기,,,,
215430ASS,polystyrene sulfonate calcium,연령금기,,,,
215432ASS,polystyrene sulfonate calcium,연령금기,,,,
628001ACH,pomalidomide,임산부금기,,,,
628002ACH,pomalidomide,임산부금기,,,,
628003ACH,pomalidomide,임산부금기,,,,
628004ACH,pomalidomide,임산부금기,,,,
669601ATB,ponatinib,임산부금기,,,,
669602ATB,ponatinib,임산부금기,,,,
565902BIJ,porfimer sodium,임산부금기,,,,
566202ATE,posaconazole(micronized),병용금기,,,,
566230ASS,posaconazole(micronized),병용금기,,,,
215801ATR,potassium chloride,병용금기,,,,
215803BIJ,potassium chloride,병용금기,,,,
215804BIJ,potassium chloride,병용금기,,,,
215807BIJ,potassium chloride,병용금기,,,,
215902ATR,potassium citrate,병용금기,,,,
614801ATB,potassium iodide,임산부금기,,,,
614802ATB,potassium iodide,임산부금기,,,,
620630BIJ,pralatrexate,임산부금기,,,,
620631BIJ,pralatrexate,임산부금기,,,,
402501ATB,pramipexole,임산부금기,,,,
402502ATB,pramipexole,임산부금기,,,,
402503ATB,pramipexole,임산부금기,,,,
402504ATB,pramipexole,임산부금기,,,,
402501ATB,pramipexole dihydrochloride,병용금기,,,,
402502ATB,pramipexole dihydrochloride,병용금기,,,,
402503ATB,pramipexole dihydrochloride,병용금기,,,,
402504ATB,pramipexole dihydrochloride,병용금기,,,,
402505ATR,pramipexole dihydrochloride,병용금기,,,,
402506ATR,pramipexole dihydrochloride,병용금기,,,,
402507ATR,pramipexole dihydrochloride,병용금기,,,,
402505ATR,pramipexole hcl,임산부금기,,,,
402506ATR,pramipexole hcl,임산부금기,,,,
402507ATR,pramipexole hcl,임산부금기,,,,
216408ATB,pranlukast,임산부금기,,,,
216401ACH,pranlukast hydrate,임산부금기,,,,
216402ASS,pranlukast hydrate,임산부금기,,,,
216403ACH,pranlukast hydrate,임산부금기,,,,
216404ATB,pranlukast hydrate,임산부금기,,,,
216405ASS,pranlukast hydrate,임산부금기,,,,
216406ASS,pranlukast hydrate,임산부금기,,,,
216407ASS,pranlukast hydrate,임산부금기,,,,
216432ASY,pranlukast hydrate   0.1g(0.1g/g),임산부금기,,,,
216433ASY,pranlukast hydrate   10g(0.1g/g),임산부금기,,,,
216430ASY,pranlukast hydrate   50mg(0.1g/g),임산부금기,,,,
216431ASY,pranlukast hydrate   70mg(0.1g/g),임산부금기,,,,
216601ATB,pravastatin,임산부금기,,,,
216602ATB,pravastatin,임산부금기,,,,
216603ATB,pravastatin,임산부금기,,,,
216604ATB,pravastatin,임산부금기,,,,
216601ATB,pravastatin sodium,병용금기,,,,
216602ATB,pravastatin sodium,병용금기,,,,
216603ATB,pravastatin sodium,병용금기,,,,
216604ATB,pravastatin sodium,병용금기,,,,
519300ACH,pravastatin sodium,병용금기,,,,
519300ACH,"pravastatin sodium, fenofibrate",임산부금기,,,,
217001ATB,prednisolone,임산부금기,,,,
217034ASY,prednisolone   0.5g(1mg/mL),임산부금기,,,,
217035ASY,prednisolone   1.5g(3mg/mL),임산부금기,,,,
480401ATB,pregabalin,임산부금기,,,,
480401ATR,pregabalin,임산부금기,,,,
480402ATB,pregabalin,임산부금기,,,,
480402ATR,pregabalin,임산부금기,,,,
480403ATR,pregabalin,임산부금기,,,,
480405ACH,pregabalin,임산부금기,,,,
480405ATB,pregabalin,임산부금기,,,,
480406ACH,pregabalin,임산부금기,,,,
480406ATB,pregabalin,임산부금기,,,,
480407ATR,pregabalin,임산부금기,,,,
480408ATR,pregabalin,임산부금기,,,,
480409ATR,pregabalin,임산부금기,,,,
217701ATB,primaquine,임산부금기,,,,
218301ATB,procaterol hydrochloride,병용금기,,,,
218302ATB,procaterol hydrochloride,병용금기,,,,
218401ATB,procyclidine hydrochloride,노인주의,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
218507BIJ,progesterone,임산부금기,,,,
218530BIJ,progesterone,임산부금기,,,,
218602ATB,proglumetacin,임산부금기,,,,
219401BIJ,propacetamol HCl,임산부금기,,,,
219530BIJ,propafenone,임산부금기,,,,
219501ATB,propafenone HCl,임산부금기,,,,
219502ATB,propafenone HCl,임산부금기,,,,
219501ATB,propafenone hydrochloride,병용금기,,,,
219502ATB,propafenone hydrochloride,병용금기,,,,
219530BIJ,propafenone hydrochloride,병용금기,,,,
219701ATB,propiverine hydrochloride,노인주의,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
219702ATB,propiverine hydrochloride,노인주의,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
219901ATB,propranolol HCl,임산부금기,,,,
219904ATB,propranolol HCl,임산부금기,,,,
220101ATB,propylthiouracil,임산부금기,,,,
220630BIJ,protirelin,임산부금기,,,,
260100ACR,"pseudoephedrin, ebastine",임산부금기,,,,
C95700ACH,pseudoephedrine,임산부금기,,,,
D23800ACH,pseudoephedrine,임산부금기,,,,
D94400ACH,pseudoephedrine,임산부금기,,,,
E34700ACS,pseudoephedrine,임산부금기,,,,
